hardware,target,tokens,hadamardD,identity,learned,identity_over_hadamardD,identity_over_learned,hadamardD_over_learned
ir_drop_only,all_no_lm_head,2048,411.56730944601674,412.25519000719817,409.91331794198595,1.001671368316661,1.0057130909455927,1.0040349786933853
ir_drop_only,downproj,2048,411.9163234276212,411.32540359323406,410.6894369047902,0.9985654371997934,1.0015485343213033,1.0029873827096152
ir_drop_only,mlp,2048,410.5951729834119,411.3119808070006,409.1229061711443,1.0017457775218845,1.0053506528303273,1.0035985929657327
quant_only,all_no_lm_head,2048,4528.783722503495,751260.7797857736,4188.950255663252,165.88577106315853,179.34344738758986,1.0811261643369492
quant_only,downproj,2048,503.94361290136413,295619703.8177997,561.5594959654067,586612.6611186175,526426.3287180002,0.897400215866723
quant_only,mlp,2048,14524.564985153167,130418.84021319686,8406.12269697624,8.97919079480242,15.51474382596268,1.7278554583051458
weight_noise_only,all_no_lm_head,2048,190840.14694398968,210749.50640456533,235949.06617526995,1.1043247963250569,0.8931991544650334,0.8088192508557248
weight_noise_only,downproj,2048,552.4563616694788,533.4232841036055,528.391892384323,0.9655482697160788,1.0095220834986298,1.0455428435447163
weight_noise_only,mlp,2048,28945.927690403947,27223.70232906427,28757.272848031727,0.9405019808050366,0.9466719070660269,1.0065602480238363
